事件guid,规则名称,描述,预警时间,状态,级别
c08657cbe02047109eb889d44c76cdde,疑似共同食品聚集,食品名称：胡辣汤;加工及包装方式：餐饮服务业,2019/10/15 16:14,已排除,区县级
0d8065481ea14b05bb310c722031114f,疑似共同食品聚集,食品名称：包子;加工及包装方式：餐饮服务业,2019/10/15 1:12,已排除,区县级
4761ce66c60a41aca1490a1c1a00c75c,疑似共同食品聚集,食品名称：农村宴席;加工及包装方式：餐饮服务业,2019/8/16 1:10,已确定,区县级
97f2b2cb6cc54e10afa651f77de050df,疑似共同食品聚集,食品名称：烩面;加工及包装方式：餐饮服务业,2019/10/23 12:14,已排除,区县级
92a755dc96e344b7888d734ca92edd0d,疑似共同食品聚集,食品名称：粉浆面条;加工及包装方式：餐饮服务业,2019/9/27 1:11,已排除,区县级
4c65be63f43549e2b1aee8a6585787bf,疑似共同食品聚集,食品名称：米粉;加工及包装方式：餐饮服务业,2019/8/26 16:11,已排除,医院级
77d8b7ab3c4d4d0b86c1c3de5b18f897,疑似共同食品聚集,食品名称：火锅;加工及包装方式：餐饮服务业,2019/9/5 12:11,已排除,地市级
97fbd1dd863e46cfb74d18b9e4c5fe7d,疑似共同食品聚集,食品品牌：具体不详;食品名称：雪糕;加工及包装方式：预包装,2019/7/16 3:32,已排除,医院级
54b4b3cf4f1f4187ad464ffff2f63fc3,疑似共同食品聚集,食品名称：油炸带鱼;加工及包装方式：餐饮服务业,2019/9/9 16:12,已排除,医院级
552c30cc53204a3989ee3bbfae134a7c,疑似共同食品聚集,食品名称：烤羊肉;加工及包装方式：餐饮服务业,2019/7/30 12:04,已排除,医院级
3f08d0f141ab41c8903745be9bd091bb,疑似共同食品聚集,食品名称：烤肉;加工及包装方式：餐饮服务业,2019/8/19 12:10,已确定,区县级
69e2ee242a7e42f59975b21bfb91a92f,疑似共同食品聚集,食品名称：米粉;加工及包装方式：餐饮服务业,2019/11/28 16:16,已排除,医院级
6e8a73f75b1a41529c61738615e614ae,疑似共同地点聚集,进食场所：单位食堂;详细进食地点：山东省青岛市崂山区山东省青岛市崂山区沙子口,2019/7/24 0:14,已排除,医院级
68b520dc480e451581cf9522232cbfb9,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：山东省青岛市崂山区山东省青岛市崂山区沙子口,2019/12/17 16:17,已排除,医院级
61ef6ec7734c4b2eae1bee90c7a648d8,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：山东省青岛市崂山区山东省青岛市崂山区七号大院,2019/8/16 12:08,已排除,医院级
5172ca6c0e194feaaa33ecc6535c6c78,疑似共同食品聚集,食品名称：醉蟹;加工及包装方式：餐饮服务业,2019/8/16 12:10,已排除,医院级
5d88643e11d34220b0af352c9641c9f4,疑似共同食品聚集,食品名称：烤鱿鱼;加工及包装方式：餐饮服务业,2019/8/6 16:07,已排除,医院级
5adbf7a03bea492fa61f4023921bb522,疑似共同地点聚集,进食场所：餐饮业-其他;详细进食地点：山东省青岛市崂山区山东省青岛市崂山区沙子口,2019/8/19 16:09,已排除,医院级
9021dc95c8a74a8a991b2a01bfc603bd,疑似共同地点聚集,进食场所：餐饮业-其他;详细进食地点：山东省青岛市崂山区山东省青岛市崂山区沙子口,2019/9/2 16:10,已排除,医院级
8bbe434bf7244b978f973c356c1b81ae,疑似共同地点聚集,进食场所：餐饮业-其他;详细进食地点：山东省青岛市崂山区山东省青岛市崂山区沙子口,2019/7/30 12:04,已排除,医院级
86463f0f982446ef8ed5bb71f9085c73,疑似共同地点聚集,进食场所：街头食品;详细进食地点：山东省青岛市崂山区山东省青岛市崂山区张村,2019/7/11 3:01,已排除,医院级
ca31a2fc03e149d6ae615d46ade4cf9a,疑似共同食品聚集,食品名称：蒸螃蟹;加工及包装方式：餐饮服务业,2019/8/26 16:11,已排除,医院级
d2144410b2b24e1bb1fa2275777f2bc2,疑似共同食品聚集,食品名称：烤羊肉串;加工及包装方式：餐饮服务业,2019/8/27 16:11,已排除,医院级
d0b5425352c149a685d626c3d26d6be9,疑似共同地点聚集,进食场所：单位食堂;详细进食地点：山东省青岛市崂山区山东省青岛市崂山区沙子口,2019/8/30 16:10,已排除,医院级
cf85ab6b4d7d4c849c825458fe3818af,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：山东省青岛市崂山区山东省青岛市崂山区沙子口,2019/7/18 3:14,已排除,医院级
d2b20780359f490a94059e425fe566c9,疑似共同地点聚集,进食场所：餐饮业-其他;详细进食地点：山东省青岛市崂山区山东省青岛市崂山区沙子口,2019/7/23 23:35,已排除,医院级
e3fd92b35b454ccdb7fc269ef55e804c,疑似共同食品聚集,食品名称：涮羊肉;加工及包装方式：餐饮服务业,2019/8/8 1:05,已排除,医院级
a63962e3247d471db63fe979dc99c1d1,疑似共同食品聚集,食品名称：炒蛤蜊;加工及包装方式：餐饮服务业,2019/8/15 16:12,已排除,医院级
a66c4185023a4cebad869b3103f97eba,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：山东省青岛市崂山区山东省青岛市崂山区沙子口,2019/7/24 0:14,已排除,医院级
b3e57674fb8d4159b56f5d16ac4d7916,疑似共同食品聚集,食品名称：烤羊肉串;加工及包装方式：餐饮服务业,2019/8/8 1:05,已排除,医院级
b5c28bc77ed94bd58ac532327f3779fb,疑似共同地点聚集,进食场所：单位食堂;详细进食地点：山东省青岛市崂山区山东省青岛市崂山区沙子口,2019/8/8 1:04,已排除,医院级
f78cb109574c4aa7bd90c58b81788f3c,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：山东省青岛市崂山区山东省青岛市崂山区沙子口,2019/8/8 1:04,已排除,医院级
bf18c41bace049e8a507fa36995235a6,疑似共同食品聚集,食品名称：羊肉串;加工及包装方式：餐饮服务业,2019/8/1 12:05,已排除,医院级
95a6581a1fc048f6a631d32f7439556d,疑似共同地点聚集,进食场所：其他;详细进食地点：河南省平顶山市湛河区五院病房,2019/6/30 18:10,已排除,医院级
85fc722326cd412b8ef86b7d49d92a5d,疑似共同地点聚集,进食场所：学校;详细进食地点：湖南省衡阳市珠晖区学校寝室,2019/11/14 1:14,已排除,医院级
7506ffc9f52d4af2b3a519347f9df896,疑似共同地点聚集,进食场所：学校;详细进食地点：湖南省衡阳市珠晖区财工院学校寝室,2019/12/10 12:15,已排除,医院级
3d7e6e7a638a45ab87acd3eba7087548,疑似共同地点聚集,进食场所：学校;详细进食地点：湖南省衡阳市珠晖区学校寝室,2019/12/9 16:16,已排除,医院级
0b419e4badfd41e9842cd4bbb0844f6a,疑似共同地点聚集,进食场所：学校食堂;详细进食地点：湖南省衡阳市珠晖区学校食堂,2019/12/12 1:16,已排除,医院级
13360af2a0fd45578438a96f93b15609,疑似共同地点聚集,进食场所：学校;详细进食地点：湖南省衡阳市珠晖区财工院寝室,2019/12/9 12:16,已排除,医院级
b119e1b373c442afb59c1ea12dd89a5c,疑似共同地点聚集,进食场所：学校;详细进食地点：湖南省衡阳市珠晖区寝室,2019/12/8 1:16,已排除,医院级
f447c94dfb0b4374bcf60d32258c0430,疑似共同食品聚集,食品名称：烧烤肉;加工及包装方式：餐饮服务业,2019/11/7 12:14,已排除,医院级
61b4537b7a7d4069b2d731fd675794bc,疑似共同食品聚集,食品品牌：今麦郎;食品名称：冰镇红茶;加工及包装方式：预包装,2019/7/30 12:04,已排除,医院级
7ac4caf6bbc94bd5840ccbbf9ad901bd,疑似共同食品聚集,食品品牌：蒙牛;食品名称：牛奶;加工及包装方式：预包装,2019/9/1 12:11,已排除,医院级
646b4f1d240c4c4e9bed92033302f8e9,疑似共同食品聚集,食品名称：烧烤;加工及包装方式：餐饮服务业,2019/9/10 16:12,已排除,医院级
3df8a730e9714c8298e67422fc419b0d,疑似共同食品聚集,食品品牌：青岛啤酒;食品名称：啤酒;加工及包装方式：预包装,2019/12/7 16:17,已排除,医院级
351fb3c5859b43b289b52ab52ceff1d0,疑似共同食品聚集,食品名称：油条;加工及包装方式：餐饮服务业,2019/12/10 12:16,已排除,医院级
f45fbd6f2c3f414a8a440362fc69e806,疑似共同食品聚集,食品名称：烤肉;加工及包装方式：餐饮服务业,2019/8/29 12:11,已排除,医院级
2564ae757c1f4d68af767d51f8bed48f,疑似共同食品聚集,食品名称：猪肉;加工及包装方式：餐饮服务业,2019/9/19 1:11,已排除,区县级
59b666213ee8415eb38749b49e5c30fc,疑似共同食品聚集,食品名称：羊肉;加工及包装方式：餐饮服务业,2019/8/12 16:13,已排除,区县级
5d186b2caf58465d99b374231f4c241a,疑似共同食品聚集,食品名称：清蒸大虾;加工及包装方式：餐饮服务业,2019/8/7 16:07,已确定,医院级
82595617df3c42d2b58a9ae6905f7a9d,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：山东省烟台市海阳市凤城街道丰城里饭店,2019/8/11 16:07,已确定,医院级
7e8bfba51be84876abce58c57c3f6ded,疑似共同食品聚集,食品名称：清炒花蛤;加工及包装方式：餐饮服务业,2019/8/11 16:09,已确定,医院级
25a810aec95c4adab2fcb14c3611a0b9,疑似共同地点聚集,进食场所：单位食堂;详细进食地点：山东省烟台市海阳市海阳市六和种鸡公司食堂,2019/8/23 12:09,已排除,医院级
1c62faf7027b4b27b29228c36ae1f6b4,疑似共同食品聚集,食品名称：凉拌海带丝;加工及包装方式：餐饮服务业,2019/8/12 1:09,已排除,医院级
30415a762c1442719da56a48958b7308,疑似共同食品聚集,食品名称：清蒸海螺;加工及包装方式：餐饮服务业,2019/8/11 16:09,已确定,医院级
e879a85d557547a4a7d396ec1c153f5b,疑似共同食品聚集,食品品牌：康师傅冰红茶;食品名称：冰红茶;加工及包装方式：预包装,2019/8/13 16:12,已排除,医院级
ff83f86f473348879f2bc009d022d73d,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：山东省烟台市海阳市龙山街道宝龙城雅乐轩酒店,2019/8/3 1:04,已确定,医院级
ae9eb82135d544bf884b35ae5e4b030a,疑似共同食品聚集,食品名称：清蒸螃蟹;加工及包装方式：餐饮服务业,2019/8/6 12:05,已排除,医院级
b22b944521c048b3850b717ece780a87,疑似共同食品聚集,食品名称：清蒸海蛎子;加工及包装方式：餐饮服务业,2019/8/11 12:09,已确定,医院级
9b30fda4ef1c45e6b0554ea089689c22,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：山东省烟台市海阳市凤城街道旺财酒店,2019/8/18 16:08,已确定,医院级
ccb747b8500547a6b418f342bc37d2ac,疑似共同食品聚集,食品名称：水煮扇贝;加工及包装方式：餐饮服务业,2019/8/24 12:10,已排除,医院级
cc79571270f24ed6b5ef601a428cdb6a,疑似共同食品聚集,食品名称：清蒸扇贝;加工及包装方式：餐饮服务业,2019/8/6 12:05,已排除,医院级
ea871a2f429d4266b5ce6044840a1651,横纹肌溶解综合症监测,初步诊断：横纹肌溶解综合征,2019/8/5 16:12,已排除,区县级
983a64b0b24c440388bdf49cce05f3f3,疑似共同食品聚集,食品名称：烤肉;加工及包装方式：餐饮服务业,2019/8/6 12:06,已排除,区县级
5b97e596b05b46df8ebcac943d9566bb,疑似共同食品聚集,食品名称：烧烤;加工及包装方式：餐饮服务业,2019/9/7 12:11,已排除,区县级
96df5a3116ed4d8899544fee9ebe8713,疑似共同地点聚集,进食场所：街头食品;详细进食地点：河北省廊坊市永清县街边摊,2019/8/23 12:09,已排除,医院级
be0844851a644a86b3f1cf50ecba050b,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：河北省廊坊市永清县饭店,2019/9/11 12:10,已排除,医院级
b8db9f1396764441975566bde3bd9101,疑似共同食品聚集,食品名称：烧烤;加工及包装方式：餐饮服务业,2019/7/29 16:19,已排除,区县级
a3d0d5044a4545f3b61967bc5aef024b,疑似共同食品聚集,食品名称：烧烤;加工及包装方式：餐饮服务业,2019/7/29 12:19,已排除,区县级
4a4503f24582449c80a5e7cf02b4a375,疑似共同食品聚集,食品名称：烧烤;加工及包装方式：餐饮服务业,2019/7/27 12:02,已排除,区县级
0109df041e94478ebe12b324914ad83f,疑似共同食品聚集,食品名称：螃蟹;加工及包装方式：餐饮服务业,2019/10/7 1:11,已确定,医院级
5abef25e68b94304ae065f3c0f830d58,疑似共同地点聚集,进食场所：餐饮业-其他;详细进食地点：广东省东莞市望牛墩镇上合村好望角酒楼,2019/10/7 1:11,已确定,医院级
52dee94c9b794d15a90e00cac51de435,疑似共同食品聚集,食品品牌：双汇;食品名称：火腿肠;加工及包装方式：预包装,2019/11/10 12:14,已排除,医院级
776303a399754d4698dbbef9ada21ce0,疑似共同食品聚集,食品名称：烤肉;加工及包装方式：餐饮服务业,2019/10/28 16:14,已排除,医院级
3c425c584d7c415dbeaaaaf28304c04b,疑似共同地点聚集,进食场所：街头食品;详细进食地点：四川省绵阳市江油市武都街边,2019/10/28 16:13,已排除,医院级
d905e034184d4afda0dbc79790abfae4,疑似共同地点聚集,进食场所：单位食堂;详细进食地点：四川省绵阳市江油市武都电站食堂,2019/11/15 16:13,已确定,医院级
1436eab0c5a046c1bf583f1391dfecc7,疑似共同食品聚集,食品名称：盒饭;加工及包装方式：餐饮服务业,2019/8/12 1:08,已排除,医院级
954c07d6a22049a4a519a00822a3a7dd,疑似共同食品聚集,食品品牌：红牛;食品名称：冰棒;加工及包装方式：预包装,2019/7/30 12:04,已排除,医院级
855b81c27a224019b3f8eebc52102d9b,疑似共同食品聚集,食品名称：米粉;加工及包装方式：餐饮服务业,2019/9/24 1:12,已排除,地市级
5015ecc268934a3493b82f1e04dea25e,疑似共同食品聚集,食品名称：包子;加工及包装方式：餐饮服务业,2019/12/25 16:19,已排除,地市级
581ca51f43194ffa8dd2cfc9a9808c6e,疑似共同食品聚集,食品名称：龙虾;加工及包装方式：餐饮服务业,2019/9/18 16:13,已排除,地市级
6faffde4ec5c4eb5b2f8940a10250fdb,疑似共同食品聚集,食品名称：炒粉;加工及包装方式：餐饮服务业,2019/12/26 1:17,已排除,地市级
493d4206681e433e97f641a29a1b5a37,疑似共同食品聚集,食品名称：小龙虾;加工及包装方式：餐饮服务业,2019/8/6 12:06,已排除,地市级
2d1f1e6e2f014e76a3b04cae151d802a,疑似共同食品聚集,食品名称：海鲜;加工及包装方式：餐饮服务业,2019/9/8 12:11,已排除,地市级
35221ab8f5f248a78f946cf36531f867,疑似共同食品聚集,食品名称：米粉;加工及包装方式：餐饮服务业,2019/7/29 12:19,已排除,地市级
d8c5b328041c4f27a23be05ac9402190,疑似共同食品聚集,食品名称：烤肉;加工及包装方式：餐饮服务业,2019/10/24 12:14,已排除,地市级
e481b6b53f294b938b3316b8e2a1a9ed,疑似共同食品聚集,食品品牌：冰棒;食品名称：冰棒;加工及包装方式：预包装,2019/7/10 3:20,已排除,地市级
c96cacfd0ddb4aaaa1c4b2a7cc6890d7,疑似共同食品聚集,食品名称：虾;加工及包装方式：餐饮服务业,2019/10/5 12:12,已排除,地市级
c06248c29d2f44d299c7a859de9ea61b,疑似共同食品聚集,食品名称：米粉;加工及包装方式：餐饮服务业,2019/10/22 16:16,已排除,地市级
bdd93c5772d142ba9f5579338e0a7df5,疑似共同食品聚集,食品名称：龙虾;加工及包装方式：餐饮服务业,2019/8/1 12:06,已排除,地市级
b0848ceedd0f44728886e4ddcece77c1,疑似共同食品聚集,食品名称：烤肉;加工及包装方式：餐饮服务业,2019/11/11 16:15,已排除,地市级
e7d74f777dbb4e1b87113e766763b1a2,疑似共同食品聚集,食品名称：火锅;加工及包装方式：餐饮服务业,2019/9/4 12:11,已排除,地市级
eba0813cb9bd4108b8377b85a8da9759,疑似共同食品聚集,食品名称：米粉;加工及包装方式：餐饮服务业,2019/7/29 12:19,已排除,地市级
f6a72f6f21b44ca19fa133652e2e4c8c,疑似共同食品聚集,食品名称：米粉;加工及包装方式：餐饮服务业,2019/8/26 12:10,已排除,地市级
fa465301b27e4ddfbfd97276b3b81a1e,横纹肌溶解综合症监测,初步诊断：横纹肌溶解综合征,2019/8/2 12:08,已排除,地市级
e052375c2b2f4ba9be50487918c41844,疑似共同食品聚集,食品品牌：康师傅;食品名称：冰冻饮料;加工及包装方式：预包装,2019/8/19 12:09,已排除,医院级
d243dc14b5f84ba6927d70fed15af6f2,疑似共同地点聚集,进食场所：单位食堂;详细进食地点：山东省临沂市高新区临沂市民兵训练基地,2019/8/1 1:04,已确定,医院级
